header.stamp.sec,header.stamp.nanosec,Time,header.frame_id,velocity
0,0,1675815997.7384589,,-7726.0
0,0,1675815997.7484632,,-7725.0
0,0,1675815997.7585976,,-7726.0
0,0,1675815997.9494421,,-7420.0
0,0,1675815997.9593852,,-7381.0
0,0,1675815997.9745007,,-7319.0
0,0,1675815997.9834578,,-7277.0
0,0,1675815997.9935718,,-7227.0
0,0,1675815998.2187638,,-6374.0
0,0,1675815998.2286851,,-6364.0
0,0,1675815998.2376297,,-6355.0
0,0,1675815998.2475054,,-6340.0
0,0,1675815998.2586808,,-6312.0
0,0,1675815998.4697378,,-5507.0
0,0,1675815998.4786882,,-5458.0
0,0,1675815998.4876614,,-5421.0
0,0,1675815998.5075746,,-5302.0
0,0,1675815998.7277005,,-3485.0
0,0,1675815998.7466276,,-3347.0
0,0,1675815998.7588017,,-3279.0
0,0,1675815998.950625,,-2215.0
0,0,1675815998.9593241,,-2176.0
0,0,1675815998.9744973,,-2115.0
0,0,1675815998.99353,,-2043.0
0,0,1675815999.2185524,,-1778.0
0,0,1675815999.22872,,-1778.0
0,0,1675815999.2474825,,-1777.0
0,0,1675815999.258607,,-1775.0
0,0,1675815999.4690034,,-1273.0
0,0,1675815999.4774842,,-1235.0
0,0,1675815999.4875023,,-1193.0
0,0,1675815999.4964995,,-1154.0
0,0,1675815999.5064945,,-1109.0
0,0,1675815999.7186007,,46.0
0,0,1675815999.7285216,,85.0
0,0,1675815999.7394085,,128.0
0,0,1675815999.7494583,,166.0
0,0,1675815999.7595568,,201.0
0,0,1675815999.9494693,,533.0
0,0,1675815999.9594362,,537.0
0,0,1675815999.9736946,,538.0
0,0,1675815999.982568,,538.0
0,0,1675815999.9924426,,538.0
0,0,1675816000.2286315,,538.0
0,0,1675816000.2475543,,538.0
0,0,1675816000.2586827,,538.0
0,0,1675816000.46746,,117.0
0,0,1675816000.4864414,,33.0
0,0,1675816000.495444,,-13.0
0,0,1675816000.5064619,,-74.0
0,0,1675816000.7168658,,-1528.0
0,0,1675816000.7268147,,-1606.0
0,0,1675816000.7357,,-1677.0
0,0,1675816000.7459168,,-1755.0
0,0,1675816000.7557924,,-1831.0
0,0,1675816000.949471,,-2840.0
0,0,1675816000.9593873,,-2881.0
0,0,1675816000.9745905,,-2943.0
0,0,1675816000.9836535,,-2979.0
0,0,1675816000.993712,,-3015.0
0,0,1675816001.2267864,,-3222.0
0,0,1675816001.2468815,,-3222.0
0,0,1675816001.2557886,,-3222.0
0,0,1675816001.4688199,,-3718.0
0,0,1675816001.4776425,,-3758.0
0,0,1675816001.4876819,,-3805.0
0,0,1675816001.5069818,,-3899.0
0,0,1675816001.717921,,-5322.0
0,0,1675816001.7267852,,-5400.0
0,0,1675816001.7358105,,-5480.0
0,0,1675816001.7459815,,-5573.0
0,0,1675816001.7556765,,-5668.0
0,0,1675816001.9495294,,-7131.0
0,0,1675816001.9604921,,-7203.0
0,0,1675816001.975499,,-7311.0
0,0,1675816001.9844487,,-7375.0
0,0,1675816001.9945264,,-7445.0
0,0,1675816002.2176564,,-8186.0
0,0,1675816002.2274923,,-8195.0
0,0,1675816002.24645,,-8208.0
0,0,1675816002.2584734,,-8219.0
0,0,1675816002.466862,,-8230.0
0,0,1675816002.4768083,,-8230.0
0,0,1675816002.4878664,,-8230.0
0,0,1675816002.496918,,-8230.0
0,0,1675816002.5078862,,-8230.0
0,0,1675816002.7167523,,-8229.0
0,0,1675816002.7267365,,-8229.0
0,0,1675816002.7458825,,-8229.0
0,0,1675816002.9498112,,-8229.0
0,0,1675816002.9598305,,-8229.0
0,0,1675816002.9739418,,-8229.0
0,0,1675816002.982778,,-8229.0
0,0,1675816002.9938202,,-8229.0
0,0,1675816003.2275488,,-8228.0
0,0,1675816003.245573,,-8228.0
0,0,1675816003.2586706,,-8227.0
